"LoincNumber","LongCommonName","PartNumber","PartName","PartCodeSystem","PartTypeName","LinkTypeName","Property"
"57380-8","Potassium [Moles/time] in 12 hour Urine","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"5769-5","Bacteria [#/area] in Urine sediment by Microscopy high power field","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"58940-8","Bacteria identified in Total parental nutrition by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"58996-0","Potassium [Moles/time] in 18 hour Urine","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"59162-8","Potassium [Moles/volume] in 24 hour Stool","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"5927-9","Deprecated Potassium [Molecules/volume] in Dialysis fluid","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"595-9","Bacteria identified in Abscess by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"595-9","Bacteria identified in Abscess by Aerobe culture","LP6850-4","Prid","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"595-9","Bacteria identified in Abscess by Aerobe culture","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"595-9","Bacteria identified in Abscess by Aerobe culture","LP6994-0","Abscess","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"595-9","Bacteria identified in Abscess by Aerobe culture","LP7750-5","Nom","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"595-9","Bacteria identified in Abscess by Aerobe culture","LP6103-8","Aerobic culture","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"596-7","Bacteria identified in Amniotic fluid by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"59733-6","Potassium [Mass/mass] in Tissue","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"597-5","Bacteria identified in Aspirate by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"598-3","Bacteria identified in Aspirate by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"599-1","Bacteria identified in Blood product unit by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"60032-0","Bacteria identified in Peritoneal dialysis fluid by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"600-7","Bacteria identified in Blood by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"60218-5","Potassium [Moles/volume] in Mother's milk","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"602-3","Bacteria identified in Bone by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"60257-3","Bacteria identified in Cornea by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"60258-1","Bacteria identified in Bone marrow by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"603-1","Bacteria identified in Burn by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"604-9","Bacteria identified in Bronchial specimen by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"605-6","Bacteria identified in Cannula specimen by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"606-4","Bacteria identified in Cerebral spinal fluid by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"607-2","Bacteria identified in Drain by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"608-0","Bacteria identified in Ear by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"609-8","Bacteria identified in Eye by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"610-6","Bacteria identified in Body fluid by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"611-4","Bacteria identified in Body fluid by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"616-3","Bacteria identified in Line specimen by IV Line culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"617-1","Bacteria identified in Placenta by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"618-9","Bacteria identified in Pleural fluid by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"619-7","Bacteria identified in Peritoneal fluid by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"620-5","Bacteria identified in Skin by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"621-3","Bacteria identified in Synovial fluid by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"622-1","Bacteria identified in Sputum by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"623-9","Bacteria identified in Sputum by Cystic fibrosis respiratory culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"624-7","Bacteria identified in Sputum by Respiratory culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"625-4","Bacteria identified in Stool by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"62580-6","PhenX - oral health - consumption of sweet beverages protocol 080201","LP111881-1","PhenX - oral health - consumption of sweet beverages protocol 080201","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"62580-6","PhenX - oral health - consumption of sweet beverages protocol 080201","LP6769-6","-","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"62580-6","PhenX - oral health - consumption of sweet beverages protocol 080201","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"62580-6","PhenX - oral health - consumption of sweet beverages protocol 080201","LP310005-6","^Patient","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"62580-6","PhenX - oral health - consumption of sweet beverages protocol 080201","LP7747-1","-","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"62580-6","PhenX - oral health - consumption of sweet beverages protocol 080201","LP95333-8","PhenX","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"62600-2","PhenX - oral health - presence of dental fluorosis protocol 081201","LP111901-7","PhenX - oral health - presence of dental fluorosis protocol 081201","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"62600-2","PhenX - oral health - presence of dental fluorosis protocol 081201","LP6769-6","-","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"62600-2","PhenX - oral health - presence of dental fluorosis protocol 081201","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"62600-2","PhenX - oral health - presence of dental fluorosis protocol 081201","LP310005-6","^Patient","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"62600-2","PhenX - oral health - presence of dental fluorosis protocol 081201","LP7747-1","-","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"62600-2","PhenX - oral health - presence of dental fluorosis protocol 081201","LP95333-8","PhenX","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"626-2","Bacteria identified in Throat by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"627-0","Bacteria identified in Tissue by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"628-8","Bacteria identified in Tissue by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"629-6","Deprecated Bacteria identified in Ulcer by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"6298-4","Potassium [Moles/volume] in Blood","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"630-4","Bacteria identified in Urine by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"631-2","Bacteria identified in Unknown substance by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"632-0","Bacteria identified in Wound by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"633-8","Bacteria identified in Wound by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"634-6","Bacteria identified in Specimen by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"635-3","Bacteria identified in Specimen by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"636-1","Bacteria identified in Specimen by Sterile body fluid culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"6459-2","Bacteria identified in Food by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"6460-0","Bacteria identified in Sputum by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"6461-8","Bacteria identified in Stool by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"6462-6","Bacteria identified in Wound by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"6463-4","Bacteria identified in Specimen by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"6792-6","Potassium [Moles/time] in 24 hour Stool","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"68366-4","Bacteria identified in Blood product unit by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"6940-1","Potassium [Moles/time] in unspecified time Stool","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"72340-3","Bacteria [Presence] in Prostatic fluid by Light microscopy","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"73960-7","Bacteria identified in Mouth by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"74348-4","Bacteria identified in Bone from Donor by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"74355-9","Bacteria identified in Bartholin cyst by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"74356-7","Bacteria identified in Ventriculoperitoneal (VP) shunt by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"74816-0","Bacteria identified in Eye by Anaerobe+Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"75269-1","Bacteria identified in Genital specimen by Anaerobe+Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"75357-4","Bacteria identified in Abscess by Anaerobe+Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"75358-2","Bacteria identified in Bone by Anaerobe+Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"75359-0","Bacteria identified in Bone marrow by Anaerobe+Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"75518-1","Bacteria identified in Cerebral spinal fluid by Latex agglutination","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"75756-7","Bacteria identified in Isolate by MS.MALDI-TOF","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"75940-7","Potassium [Mass/volume] in Blood","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"75940-7","Potassium [Mass/volume] in Blood","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"75940-7","Potassium [Mass/volume] in Blood","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"75940-7","Potassium [Mass/volume] in Blood","LP7057-5","Bld","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"75940-7","Potassium [Mass/volume] in Blood","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"76346-6","Microorganism identified in Isolate by MS.MALDI-TOF","LP14559-6","Microorganism","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"76693-1","Bacteria identified in Blood product unit.autologous by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"77142-8","Potassium [Moles/volume] in Serum, Plasma or Blood","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"77193-1","Bacteria identified in Uterus by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"78356-3","Bacteria identified in Implanted device by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"79425-5","Bacteria identified in Lower respiratory specimen by Cystic fibrosis respiratory culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"79710-0","Potassium [Mass/mass] in Hair","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"82722-0","Potassium [Mass/volume] in Red Blood Cells","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"85818-3","Clot formation+Clotting time of Blood by Thromboelastography","LP248715-7","Clot formation+Clotting time","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"85818-3","Clot formation+Clotting time of Blood by Thromboelastography","LP6879-3","Time","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"85818-3","Clot formation+Clotting time of Blood by Thromboelastography","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"85818-3","Clot formation+Clotting time of Blood by Thromboelastography","LP7057-5","Bld","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"85818-3","Clot formation+Clotting time of Blood by Thromboelastography","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"85818-3","Clot formation+Clotting time of Blood by Thromboelastography","LP69276-1","Thromboelastography","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"87454-5","Potassium [Mass/volume] in Specimen","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87455-2","Potassium [Mass/mass] in Specimen","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87829-8","Bacteria [Presence] in Urine","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP309265-9","Multisection^W contrast IV","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP6813-2","Find","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP264360-1","Head+Neck>Circle of Willis+Carotid arteries","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP32888-7","Doc","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP32207-0","CT.angio","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP199977-2","Head","http://loinc.org","Rad.Anatomic Location.Region Imaged","Radiology","http://loinc.org/property/rad-anatomic-location-region-imaged"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP199995-4","Neck","http://loinc.org","Rad.Anatomic Location.Region Imaged","Radiology","http://loinc.org/property/rad-anatomic-location-region-imaged"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP200067-9","CT","http://loinc.org","Rad.Modality.Modality Type","Radiology","http://loinc.org/property/rad-modality-type"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP200068-7","Angio","http://loinc.org","Rad.Modality.Modality Subtype","Radiology","http://loinc.org/property/rad-modality-subtype"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP200078-6","IV","http://loinc.org","Rad.Pharmaceutical.Route","Radiology","http://loinc.org/property/rad-pharmaceutical-route"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP200085-1","Contrast","http://loinc.org","Rad.Pharmaceutical.Substance Given","Radiology","http://loinc.org/property/rad-pharmaceutical-substance-given"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP200088-5","W","http://loinc.org","Rad.Timing","Radiology","http://loinc.org/property/rad-timing"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP200344-2","Circle of Willis","http://loinc.org","Rad.Anatomic Location.Imaging Focus","Radiology","http://loinc.org/property/rad-anatomic-location-imaging-focus"
"87856-1","CTA Circle of Willis and Carotid arteries W contrast IV","LP208124-0","Carotid arteries","http://loinc.org","Rad.Anatomic Location.Imaging Focus","Radiology","http://loinc.org/property/rad-anatomic-location-imaging-focus"
"87929-6","Bacteria identified in Amniotic fluid by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87930-4","Bacteria identified in Burn by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87931-2","Bacteria identified in Implanted device by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87932-0","Bacteria identified in Sinus by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87933-8","Bacteria identified in Amniotic fluid by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87934-6","Bacteria identified in Bile fluid by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87935-3","Bacteria identified in Blood product unit by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87936-1","Bacteria identified in Burn by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87937-9","Bacteria identified in Cerebral spinal fluid by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87938-7","Bacteria identified in Implanted device by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87939-5","Bacteria identified in Pericardial fluid by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87940-3","Bacteria identified in Peritoneal fluid by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87941-1","Bacteria identified in Placenta by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87942-9","Bacteria identified in Pleural fluid by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87943-7","Bacteria identified in Sinus by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87944-5","Bacteria identified in Synovial fluid by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87954-4","Bacteria identified in Cord blood by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"87955-1","Bacteria identified in Cord blood by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"88139-1","Bacteria identified in Ocular fluid by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"88141-7","Bacteria identified in Ocular fluid by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"88142-5","Bacteria identified in Cornea or Conjunctiva by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"88236-5","Bacteria identified in Cerebral spinal fluid by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"88683-8","Bacteria identified in Bronchoalveolar lavage by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"89248-9","Microorganism identified event index case","LP14559-6","Microorganism","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"89344-6","CD38+IgM- cells/Cells.CD19 in Blood","LP445178-9","Cells.CD38+IgM-/Cells.CD19","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"89344-6","CD38+IgM- cells/Cells.CD19 in Blood","LP6838-9","NFr","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"89344-6","CD38+IgM- cells/Cells.CD19 in Blood","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"89344-6","CD38+IgM- cells/Cells.CD19 in Blood","LP7057-5","Bld","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"89344-6","CD38+IgM- cells/Cells.CD19 in Blood","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"89643-1","Bacteria identified in Lower respiratory specimen by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"89644-9","Bacteria identified in Lower respiratory specimen by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90270-0","Bacteria identified in Bile fluid by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90271-8","Bacteria identified in Pericardial fluid by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90273-4","Bacteria identified in Catheter tip by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90274-2","Bacteria identified in Catheter tip by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90276-7","Bacteria identified in Semen by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90277-5","Bacteria identified in Peritoneal dialysis fluid by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90278-3","Bacteria identified in Synovial fluid by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90279-1","Bacteria identified in Semen by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90280-9","Bacteria identified in Peritoneal dialysis fluid by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90281-7","Bacteria identified in Peritoneal fluid by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90324-5","Mycoplasma hyopneumoniae DNA [Presence] in Specimen by NAA with probe detection","LP200570-2","Mycoplasma hyopneumoniae DNA","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90324-5","Mycoplasma hyopneumoniae DNA [Presence] in Specimen by NAA with probe detection","LP217195-9","PrThr","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"90324-5","Mycoplasma hyopneumoniae DNA [Presence] in Specimen by NAA with probe detection","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"90324-5","Mycoplasma hyopneumoniae DNA [Presence] in Specimen by NAA with probe detection","LP7735-6","XXX","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"90324-5","Mycoplasma hyopneumoniae DNA [Presence] in Specimen by NAA with probe detection","LP7751-3","Ord","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"90324-5","Mycoplasma hyopneumoniae DNA [Presence] in Specimen by NAA with probe detection","LP6464-4","Probe.amp.tar","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"90444-1","Diethylpropion [Mass/volume] in Serum, Plasma or Blood by Confirmatory method","LP19505-4","Diethylpropion","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"90444-1","Diethylpropion [Mass/volume] in Serum, Plasma or Blood by Confirmatory method","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"90444-1","Diethylpropion [Mass/volume] in Serum, Plasma or Blood by Confirmatory method","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
